id,section,difficulty,topic,question,A,B,C,D,answer
TCS_VER_461,Verbal Ability,HARD,Vocabulary,What does the word CIRCUMSPECT mean?,Wary and cautious,Reckless,Bold,Careless,A
TCS_VER_473,Verbal Ability,HARD,Vocabulary,Which sentence contains a split infinitive?,She wants to quickly finish the work.,She quickly wants to finish the work.,She wants to finish the work quickly.,She quickly finishes the work.,A
TCS_VER_475,Verbal Ability,HARD,Vocabulary,Which sentence uses 'lay' correctly?,She laid the book on the table yesterday.,She lied the book on the table.,She lay the book on the table yesterday.,She has lay the book.,A
TCS_VER_477,Verbal Ability,HARD,Vocabulary,Choose the sentence with a misplaced modifier:,He only eats vegetables on Mondays.,"On Mondays, he eats only vegetables.",He eats only vegetables.,He eats vegetables only on Mondays.,A
TCS_VER_490,Verbal Ability,HARD,Vocabulary,What does 'laconic' mean?,Using very few words,Being talkative,Speaking loudly,Writing extensively,A
TCS_VER_491,Verbal Ability,HARD,Vocabulary,What is the plural of 'radius'?,Radiuses,Radii,Radiis,Radiums,B
TCS_VER_493,Verbal Ability,HARD,Vocabulary,Choose the correctly formed sentence:,Neither he nor she are going.,Neither he nor she is going.,Neither he nor she were going.,Neither he nor she have gone.,B
TCS_VER_494,Verbal Ability,HARD,Vocabulary,Which word means 'to make amends'?,Atone,Pretend,Deny,Refuse,A
TCS_VER_495,Verbal Ability,HARD,Vocabulary,Which word means 'to intimidate'?,Browbeat,Encourage,Support,Inspire,A
TCS_VER_497,Verbal Ability,HARD,Vocabulary,Which word means 'a great enthusiast'?,Aficionado,Critic,Opponent,Skeptic,A
TCS_VER_498,Verbal Ability,HARD,Vocabulary,Which word means 'impossible to stop'?,Inexorable,Possible,Preventable,Controllable,A
TCS_VER_499,Verbal Ability,HARD,Vocabulary,Which word means 'scholarly'?,Erudite,Ignorant,Illiterate,Common,A
TCS_VER_501,Verbal Ability,HARD,Vocabulary,What is the synonym of 'sagacious'?,Wise,Foolish,Reckless,Ignorant,A
TCS_VER_502,Verbal Ability,HARD,Vocabulary,What is the antonym of 'alacrity'?,Reluctance,Eagerness,Speed,Enthusiasm,A
TCS_VER_505,Verbal Ability,HARD,Vocabulary,What is the antonym of 'cacophony'?,Harmony,Noise,Discord,Chaos,A
TCS_VER_508,Verbal Ability,HARD,Vocabulary,What is the antonym of 'acrimonious'?,Amicable,Bitter,Hostile,Angry,A
TCS_VER_515,Verbal Ability,HARD,Vocabulary,Choose the synonym of IMPETUOUS,Hasty,Careful,Slow,Thoughtful,A
TCS_VER_516,Verbal Ability,HARD,Vocabulary,Choose the synonym of DIFFIDENT,Shy,Confident,Bold,Assertive,A
TCS_VER_021,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: UBIQUITOUS,Everywhere,Rare,Hidden,Missing,A
TCS_VER_032,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: FRUGAL,Thrifty,Wasteful,Lavish,Extravagant,A
TCS_VER_035,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: INCESSANT,Continuous,Occasional,Rare,Sporadic,A
TCS_VER_036,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: JOCULAR,Humorous,Serious,Dull,Sad,A
TCS_VER_037,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: KINDLE,Ignite,Extinguish,Dampen,Quench,A
TCS_VER_039,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: METICULOUS,Careful,Careless,Sloppy,Hasty,A
TCS_VER_047,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: UNYIELDING,Stubborn,Flexible,Cooperative,Easy,A
TCS_VER_049,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: WHIMSICAL,Fanciful,Serious,Logical,Practical,A
TCS_VER_053,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: COVERT,Open,Hidden,Secret,Sly,A
TCS_VER_055,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: EMBOLDEN,Discourage,Inspire,Strengthen,Boost,A
TCS_VER_056,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: FEEBLE,Strong,Weak,Frail,Fragile,A
TCS_VER_057,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: GARRULOUS,Quiet,Talkative,Chatty,Noisy,A
TCS_VER_058,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: HAUGHTY,Humble,Proud,Arrogant,Vain,A
TCS_VER_070,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: TRANQUIL,Turbulent,Calm,Peaceful,Serene,A
TCS_VER_071,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: UNDERMINE,Strengthen,Weaken,Sabotage,Erode,A
TCS_VER_074,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: XENOPHOBIA,Tolerance,Fear,Hatred,Bias,A
TCS_VER_080,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: DESOLATE,Populated,Empty,Lonely,Barren,A
TCS_VER_081,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: EXUBERANT,Subdued,Lively,Vibrant,Joyful,A
TCS_VER_082,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: FASTIDIOUS,Lenient,Fussy,Picky,Strict,A
TCS_VER_086,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: JUDICIOUS,Reckless,Wise,Sensible,Prudent,A
TCS_VER_088,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: LISTLESS,Energetic,Lazy,Dull,Tired,A
TCS_VER_089,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: MAGNANIMOUS,Petty,Generous,Noble,Giving,A
TCS_VER_090,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: NONCHALANT,Anxious,Calm,Cool,Casual,A
TCS_VER_093,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: QUIXOTIC,Realistic,Idealistic,Romantic,Fanciful,A
TCS_VER_096,Verbal Ability,MEDIUM,Vocabulary,Choose the word most OPPOSITE in meaning to: TACITURN,Talkative,Silent,Reserved,Quiet,A
TCS_VER_416,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of: LOQUACIOUS,Talkative,Silent,Reserved,Thoughtful,A
TCS_VER_421,Verbal Ability,MEDIUM,Vocabulary,Choose the antonym of: MAGNANIMOUS,Petty,Generous,Kind,Giving,A
TCS_VER_423,Verbal Ability,MEDIUM,Vocabulary,Choose the antonym of: VERBOSE,Concise,Wordy,Long-winded,Lengthy,A
TCS_VER_436,Verbal Ability,MEDIUM,Vocabulary,What does the idiom 'face the music' mean?,Accept the consequences of actions,Listen to music,Ignore problems,Run away,A
TCS_VER_438,Verbal Ability,MEDIUM,Vocabulary,What does the idiom 'the last straw' mean?,The final problem that causes failure,A piece of straw,A small problem,A drink,A
TCS_VER_439,Verbal Ability,MEDIUM,Vocabulary,What does the idiom 'a blessing in disguise' mean?,Something good that seemed bad at first,A hidden gift,A bad event,A disguise,A
TCS_VER_441,Verbal Ability,MEDIUM,Vocabulary,One word substitution: Study of the universe,Cosmology,Geology,Astrology,Ecology,A
TCS_VER_442,Verbal Ability,MEDIUM,Vocabulary,One word substitution: Fear of spiders,Arachnophobia,Acrophobia,Xenophobia,Agoraphobia,A
TCS_VER_452,Verbal Ability,MEDIUM,Vocabulary,Choose the correct preposition: I am looking forward _____ meeting you.,for,at,to,about,C
TCS_VER_454,Verbal Ability,MEDIUM,Vocabulary,Choose the word with correct spelling:,Priviledge,Privilege,Previliege,Privelege,B
TCS_VER_460,Verbal Ability,MEDIUM,Vocabulary,What does the word ALLEVIATE mean?,Make less severe,Worsen,Intensify,Create,A
TCS_VER_466,Verbal Ability,MEDIUM,Vocabulary,"Choose the correctly formed question tag: 'He hasn't called, ___?'",has he,hasn't he,had he,does he,A
TCS_VER_467,Verbal Ability,MEDIUM,Vocabulary,"Choose the correctly formed question tag: 'You will help me, ___?'",won't you,will you,would you,shall you,A
TCS_VER_470,Verbal Ability,MEDIUM,Vocabulary,Choose the correct sentence: Passive voice of 'He opens the door every day.',The door is opened by him every day.,The door was opened by him.,The door has been opened by him.,The door opens every day.,A
TCS_VER_474,Verbal Ability,MEDIUM,Vocabulary,Choose the correct form: 'I _____ rather stay home than go out.',would,should,could,might,A
TCS_VER_478,Verbal Ability,MEDIUM,Vocabulary,Choose the meaning of the phrase 'to bite the dust':,To fail or be defeated,To eat soil,To fall asleep,To become tired,A
TCS_VER_481,Verbal Ability,MEDIUM,Vocabulary,Choose the meaning of 'at the drop of a hat':,Immediately without delay,Accidentally,With great effort,Slowly,A
TCS_VER_482,Verbal Ability,MEDIUM,Vocabulary,Choose the meaning of 'in the same boat':,In the same difficult situation,On a boat,Working together,Sharing resources,A
TCS_VER_485,Verbal Ability,MEDIUM,Vocabulary,Which word is a homophone of 'principal'?,Principle,Principal,Pinacle,Prinkle,B
TCS_VER_486,Verbal Ability,MEDIUM,Vocabulary,Which sentence uses the correct form of 'less' vs 'fewer'?,There are less students today.,There are fewer students today.,There are more less students.,There are fewer amount.,B
TCS_VER_489,Verbal Ability,MEDIUM,Vocabulary,What does 'verbose' mean?,Using more words than necessary,Speaking clearly,Being silent,Communicating well,A
TCS_VER_492,Verbal Ability,MEDIUM,Vocabulary,What is the plural of 'datum'?,Datums,Data,Datas,Datii,B
TCS_VER_496,Verbal Ability,MEDIUM,Vocabulary,Which word means 'lasting for a very short time'?,Fleeting,Permanent,Enduring,Lasting,A
TCS_VER_500,Verbal Ability,MEDIUM,Vocabulary,What is the synonym of 'garrulous'?,Talkative,Silent,Reserved,Quiet,A
TCS_VER_503,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'copious'?,Scarce,Plentiful,Abundant,Overflowing,A
TCS_VER_504,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'frugal'?,Extravagant,Thrifty,Economical,Careful,A
TCS_VER_506,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'lethargic'?,Energetic,Tired,Slow,Dull,A
TCS_VER_507,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'jovial'?,Melancholy,Happy,Cheerful,Playful,A
TCS_VER_509,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'indolent'?,Industrious,Lazy,Idle,Sluggish,A
TCS_VER_510,Verbal Ability,MEDIUM,Vocabulary,What is the antonym of 'meticulous'?,Careless,Careful,Thorough,Precise,A
TCS_VER_512,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of PLAUSIBLE,Believable,Doubtful,Impossible,Strange,A
TCS_VER_513,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of ARDUOUS,Difficult,Easy,Simple,Effortless,A
TCS_VER_518,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of VIVACIOUS,Lively,Dull,Sad,Tired,A
TCS_VER_519,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of OBSTINATE,Stubborn,Flexible,Yielding,Agreeable,A
TCS_VER_520,Verbal Ability,MEDIUM,Vocabulary,Choose the synonym of EMINENT,Prominent,Unknown,Ordinary,Common,A
TCS_VER_522,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: MAGNANIMOUS,Generous,Selfish,Mean,Greedy,A
TCS_VER_523,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: MELANCHOLY,Sadness,Happiness,Excitement,Joy,A
TCS_VER_530,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: OBSTINATE,Stubborn,Flexible,Cooperative,Agreeable,A
TCS_VER_536,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: PARSIMONY,Extreme thriftiness,Generosity,Extravagance,Lavishness,A
TCS_VER_540,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: PHLEGMATIC,Calm,Excitable,Emotional,Passionate,A
TCS_VER_543,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: PLAUSIBLE,Believable,Unbelievable,Impossible,False,A
TCS_VER_552,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: PROFOUND,Deep,Shallow,Surface,Simple,A
TCS_VER_559,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: QUIXOTIC,Unrealistically idealistic,Practical,Realistic,Pragmatic,A
TCS_VER_562,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: RECALCITRANT,Stubbornly disobedient,Obedient,Cooperative,Willing,A
TCS_VER_564,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: REDOUBTABLE,Inspiring fear,Weak,Harmless,Timid,A
TCS_VER_566,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: REPUDIATE,Reject,Accept,Welcome,Embrace,A
TCS_VER_572,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SANCTIMONIOUS,Hypocritically pious,Genuinely humble,Sincerely devoted,Truly modest,A
TCS_VER_573,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SARDONIC,Grimly mocking,Genuinely kind,Warmly humorous,Sweetly amusing,A
TCS_VER_578,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SOPHISTRY,Clever but misleading argument,Genuine logic,Sound reasoning,Honest debate,A
TCS_VER_582,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: STEADFAST,Resolute,Wavering,Uncertain,Changeable,A
TCS_VER_585,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: STUBBORN,Obstinate,Flexible,Yielding,Compliant,A
TCS_VER_587,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SUBDUED,Quiet,Loud,Vibrant,Energetic,A
TCS_VER_589,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SUCCINCT,Brief and clear,Long and wordy,Elaborate,Detailed,A
TCS_VER_591,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SUPERCILIOUS,Condescending,Humble,Respectful,Modest,A
TCS_VER_592,Verbal Ability,MEDIUM,Vocabulary,Choose the word most similar in meaning to: SUPPRESS,Prevent,Encourage,Promote,Support,A
